region,age,edu_level,sex,year,people
18 Örebro län,16-24 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,652
18 Örebro län,16-24 år,forskarutbildning,män,2011,0
18 Örebro län,16-24 år,forskarutbildning,kvinnor,2011,0
18 Örebro län,16-24 år,uppgift om utbildningsnivå saknas,män,2011,657
18 Örebro län,16-24 år,uppgift om utbildningsnivå saknas,kvinnor,2011,511
18 Örebro län,25-34 år,förgymnasial utbildning kortare än 9 år,män,2011,454
18 Örebro län,25-34 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,489
18 Örebro län,25-34 år,"förgymnasial utbildning, 9 (10) år",män,2011,1817
18 Örebro län,25-34 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,1230
18 Örebro län,25-34 år,"gymnasial utbildning, högst 2 år",män,2011,1511
18 Örebro län,25-34 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,1090
18 Örebro län,25-34 år,"gymnasial utbildning, 3 år",män,2011,7308
18 Örebro län,25-34 år,"gymnasial utbildning, 3 år",kvinnor,2011,5040
18 Örebro län,25-34 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,2115
18 Örebro län,25-34 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,2295
18 Örebro län,25-34 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,3077
18 Örebro län,25-34 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,5244
18 Örebro län,25-34 år,forskarutbildning,män,2011,48
18 Örebro län,25-34 år,forskarutbildning,kvinnor,2011,39
18 Örebro län,25-34 år,uppgift om utbildningsnivå saknas,män,2011,339
18 Örebro län,25-34 år,uppgift om utbildningsnivå saknas,kvinnor,2011,359
18 Örebro län,35-44 år,förgymnasial utbildning kortare än 9 år,män,2011,416
18 Örebro län,35-44 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,583
18 Örebro län,35-44 år,"förgymnasial utbildning, 9 (10) år",män,2011,1552
18 Örebro län,35-44 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,1155
18 Örebro län,35-44 år,"gymnasial utbildning, högst 2 år",män,2011,6758
18 Örebro län,35-44 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,4238
18 Örebro län,35-44 år,"gymnasial utbildning, 3 år",män,2011,3890
18 Örebro län,35-44 år,"gymnasial utbildning, 3 år",kvinnor,2011,4017
18 Örebro län,35-44 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,2340
18 Örebro län,35-44 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,2530
18 Örebro län,35-44 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,2961
18 Örebro län,35-44 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,5047
18 Örebro län,35-44 år,forskarutbildning,män,2011,134
18 Örebro län,35-44 år,forskarutbildning,kvinnor,2011,89
18 Örebro län,35-44 år,uppgift om utbildningsnivå saknas,män,2011,174
18 Örebro län,35-44 år,uppgift om utbildningsnivå saknas,kvinnor,2011,166
18 Örebro län,45-54 år,förgymnasial utbildning kortare än 9 år,män,2011,407
18 Örebro län,45-54 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,485
18 Örebro län,45-54 år,"förgymnasial utbildning, 9 (10) år",män,2011,2542
18 Örebro län,45-54 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,1646
18 Örebro län,45-54 år,"gymnasial utbildning, högst 2 år",män,2011,8559
18 Örebro län,45-54 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,6516
18 Örebro län,45-54 år,"gymnasial utbildning, 3 år",män,2011,1959
18 Örebro län,45-54 år,"gymnasial utbildning, 3 år",kvinnor,2011,2620
18 Örebro län,45-54 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,2522
18 Örebro län,45-54 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,2837
18 Örebro län,45-54 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,1977
18 Örebro län,45-54 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,3267
18 Örebro län,45-54 år,forskarutbildning,män,2011,141
18 Örebro län,45-54 år,forskarutbildning,kvinnor,2011,98
18 Örebro län,45-54 år,uppgift om utbildningsnivå saknas,män,2011,110
18 Örebro län,45-54 år,uppgift om utbildningsnivå saknas,kvinnor,2011,106
18 Örebro län,55-64 år,förgymnasial utbildning kortare än 9 år,män,2011,2069
18 Örebro län,55-64 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,1418
18 Örebro län,55-64 år,"förgymnasial utbildning, 9 (10) år",män,2011,2603
18 Örebro län,55-64 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,2043
18 Örebro län,55-64 år,"gymnasial utbildning, högst 2 år",män,2011,5882
18 Örebro län,55-64 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,6923
18 Örebro län,55-64 år,"gymnasial utbildning, 3 år",män,2011,2536
18 Örebro län,55-64 år,"gymnasial utbildning, 3 år",kvinnor,2011,1822
18 Örebro län,55-64 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,2443
18 Örebro län,55-64 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,2822
18 Örebro län,55-64 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,2232
18 Örebro län,55-64 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,2949
18 Örebro län,55-64 år,forskarutbildning,män,2011,153
18 Örebro län,55-64 år,forskarutbildning,kvinnor,2011,76
18 Örebro län,55-64 år,uppgift om utbildningsnivå saknas,män,2011,82
18 Örebro län,55-64 år,uppgift om utbildningsnivå saknas,kvinnor,2011,118
18 Örebro län,65-74 år,förgymnasial utbildning kortare än 9 år,män,2011,5309
18 Örebro län,65-74 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,4162
18 Örebro län,65-74 år,"förgymnasial utbildning, 9 (10) år",män,2011,840
18 Örebro län,65-74 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,1339
18 Örebro län,65-74 år,"gymnasial utbildning, högst 2 år",män,2011,3626
18 Örebro län,65-74 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,5801
18 Örebro län,65-74 år,"gymnasial utbildning, 3 år",män,2011,2643
18 Örebro län,65-74 år,"gymnasial utbildning, 3 år",kvinnor,2011,887
18 Örebro län,65-74 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,1382
18 Örebro län,65-74 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,1666
18 Örebro län,65-74 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,1569
18 Örebro län,65-74 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,1863
18 Örebro län,65-74 år,forskarutbildning,män,2011,125
18 Örebro län,65-74 år,forskarutbildning,kvinnor,2011,52
18 Örebro län,65-74 år,uppgift om utbildningsnivå saknas,män,2011,165
18 Örebro län,65-74 år,uppgift om utbildningsnivå saknas,kvinnor,2011,200
19 Västmanlands län,16-24 år,förgymnasial utbildning kortare än 9 år,män,2011,176
19 Västmanlands län,16-24 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,149
19 Västmanlands län,16-24 år,"förgymnasial utbildning, 9 (10) år",män,2011,6617
19 Västmanlands län,16-24 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,6090
19 Västmanlands län,16-24 år,"gymnasial utbildning, högst 2 år",män,2011,701
19 Västmanlands län,16-24 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,651
19 Västmanlands län,16-24 år,"gymnasial utbildning, 3 år",män,2011,6173
19 Västmanlands län,16-24 år,"gymnasial utbildning, 3 år",kvinnor,2011,5616
19 Västmanlands län,16-24 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,1057
19 Västmanlands län,16-24 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,1414
19 Västmanlands län,16-24 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,173
19 Västmanlands län,16-24 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,395
19 Västmanlands län,16-24 år,forskarutbildning,män,2011,0
19 Västmanlands län,16-24 år,forskarutbildning,kvinnor,2011,1
19 Västmanlands län,16-24 år,uppgift om utbildningsnivå saknas,män,2011,766
19 Västmanlands län,16-24 år,uppgift om utbildningsnivå saknas,kvinnor,2011,665
19 Västmanlands län,25-34 år,förgymnasial utbildning kortare än 9 år,män,2011,544
19 Västmanlands län,25-34 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,514
19 Västmanlands län,25-34 år,"förgymnasial utbildning, 9 (10) år",män,2011,1753
19 Västmanlands län,25-34 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,1121
19 Västmanlands län,25-34 år,"gymnasial utbildning, högst 2 år",män,2011,1466
19 Västmanlands län,25-34 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,1123
19 Västmanlands län,25-34 år,"gymnasial utbildning, 3 år",män,2011,5909
19 Västmanlands län,25-34 år,"gymnasial utbildning, 3 år",kvinnor,2011,4376
19 Västmanlands län,25-34 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,1750
19 Västmanlands län,25-34 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,1882
19 Västmanlands län,25-34 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,2589
19 Västmanlands län,25-34 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,4236
19 Västmanlands län,25-34 år,forskarutbildning,män,2011,63
19 Västmanlands län,25-34 år,forskarutbildning,kvinnor,2011,39
19 Västmanlands län,25-34 år,uppgift om utbildningsnivå saknas,män,2011,437
19 Västmanlands län,25-34 år,uppgift om utbildningsnivå saknas,kvinnor,2011,381
19 Västmanlands län,35-44 år,förgymnasial utbildning kortare än 9 år,män,2011,378
19 Västmanlands län,35-44 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,488
19 Västmanlands län,35-44 år,"förgymnasial utbildning, 9 (10) år",män,2011,1364
19 Västmanlands län,35-44 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,936
19 Västmanlands län,35-44 år,"gymnasial utbildning, högst 2 år",män,2011,5625
19 Västmanlands län,35-44 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,3643
19 Västmanlands län,35-44 år,"gymnasial utbildning, 3 år",män,2011,3782
19 Västmanlands län,35-44 år,"gymnasial utbildning, 3 år",kvinnor,2011,3715
19 Västmanlands län,35-44 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,2266
19 Västmanlands län,35-44 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,2286
19 Västmanlands län,35-44 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,2981
19 Västmanlands län,35-44 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,4735
19 Västmanlands län,35-44 år,forskarutbildning,män,2011,207
19 Västmanlands län,35-44 år,forskarutbildning,kvinnor,2011,76
19 Västmanlands län,35-44 år,uppgift om utbildningsnivå saknas,män,2011,180
19 Västmanlands län,35-44 år,uppgift om utbildningsnivå saknas,kvinnor,2011,178
19 Västmanlands län,45-54 år,förgymnasial utbildning kortare än 9 år,män,2011,341
19 Västmanlands län,45-54 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,480
19 Västmanlands län,45-54 år,"förgymnasial utbildning, 9 (10) år",män,2011,2245
19 Västmanlands län,45-54 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,1433
19 Västmanlands län,45-54 år,"gymnasial utbildning, högst 2 år",män,2011,7523
19 Västmanlands län,45-54 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,5906
19 Västmanlands län,45-54 år,"gymnasial utbildning, 3 år",män,2011,2205
19 Västmanlands län,45-54 år,"gymnasial utbildning, 3 år",kvinnor,2011,2868
19 Västmanlands län,45-54 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,2760
19 Västmanlands län,45-54 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,2593
19 Västmanlands län,45-54 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,2117
19 Västmanlands län,45-54 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,3184
19 Västmanlands län,45-54 år,forskarutbildning,män,2011,152
19 Västmanlands län,45-54 år,forskarutbildning,kvinnor,2011,59
19 Västmanlands län,45-54 år,uppgift om utbildningsnivå saknas,män,2011,115
19 Västmanlands län,45-54 år,uppgift om utbildningsnivå saknas,kvinnor,2011,128
19 Västmanlands län,55-64 år,förgymnasial utbildning kortare än 9 år,män,2011,903
19 Västmanlands län,55-64 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,872
19 Västmanlands län,55-64 år,"förgymnasial utbildning, 9 (10) år",män,2011,2875
19 Västmanlands län,55-64 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,2276
19 Västmanlands län,55-64 år,"gymnasial utbildning, högst 2 år",män,2011,5458
19 Västmanlands län,55-64 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,6208
19 Västmanlands län,55-64 år,"gymnasial utbildning, 3 år",män,2011,2523
19 Västmanlands län,55-64 år,"gymnasial utbildning, 3 år",kvinnor,2011,1763
19 Västmanlands län,55-64 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,2216
19 Västmanlands län,55-64 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,2377
19 Västmanlands län,55-64 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,2071
19 Västmanlands län,55-64 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,2524
19 Västmanlands län,55-64 år,forskarutbildning,män,2011,137
19 Västmanlands län,55-64 år,forskarutbildning,kvinnor,2011,45
19 Västmanlands län,55-64 år,uppgift om utbildningsnivå saknas,män,2011,78
19 Västmanlands län,55-64 år,uppgift om utbildningsnivå saknas,kvinnor,2011,87
19 Västmanlands län,65-74 år,förgymnasial utbildning kortare än 9 år,män,2011,3933
19 Västmanlands län,65-74 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,3562
19 Västmanlands län,65-74 år,"förgymnasial utbildning, 9 (10) år",män,2011,1114
19 Västmanlands län,65-74 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,1755
19 Västmanlands län,65-74 år,"gymnasial utbildning, högst 2 år",män,2011,3259
19 Västmanlands län,65-74 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,5190
19 Västmanlands län,65-74 år,"gymnasial utbildning, 3 år",män,2011,2921
19 Västmanlands län,65-74 år,"gymnasial utbildning, 3 år",kvinnor,2011,941
19 Västmanlands län,65-74 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,1309
19 Västmanlands län,65-74 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,1473
19 Västmanlands län,65-74 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,1449
19 Västmanlands län,65-74 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,1671
19 Västmanlands län,65-74 år,forskarutbildning,män,2011,103
19 Västmanlands län,65-74 år,forskarutbildning,kvinnor,2011,26
19 Västmanlands län,65-74 år,uppgift om utbildningsnivå saknas,män,2011,110
19 Västmanlands län,65-74 år,uppgift om utbildningsnivå saknas,kvinnor,2011,144
20 Dalarnas län,16-24 år,förgymnasial utbildning kortare än 9 år,män,2011,187
20 Dalarnas län,16-24 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,166
20 Dalarnas län,16-24 år,"förgymnasial utbildning, 9 (10) år",män,2011,6809
20 Dalarnas län,16-24 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,6236
20 Dalarnas län,16-24 år,"gymnasial utbildning, högst 2 år",män,2011,660
20 Dalarnas län,16-24 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,532
20 Dalarnas län,16-24 år,"gymnasial utbildning, 3 år",män,2011,7256
20 Dalarnas län,16-24 år,"gymnasial utbildning, 3 år",kvinnor,2011,6274
20 Dalarnas län,16-24 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,1084
20 Dalarnas län,16-24 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,1293
20 Dalarnas län,16-24 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,145
20 Dalarnas län,16-24 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,300
20 Dalarnas län,16-24 år,forskarutbildning,män,2011,0
20 Dalarnas län,16-24 år,forskarutbildning,kvinnor,2011,1
20 Dalarnas län,16-24 år,uppgift om utbildningsnivå saknas,män,2011,849
20 Dalarnas län,16-24 år,uppgift om utbildningsnivå saknas,kvinnor,2011,669
20 Dalarnas län,25-34 år,förgymnasial utbildning kortare än 9 år,män,2011,407
20 Dalarnas län,25-34 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,369
20 Dalarnas län,25-34 år,"förgymnasial utbildning, 9 (10) år",män,2011,1554
20 Dalarnas län,25-34 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,1080
20 Dalarnas län,25-34 år,"gymnasial utbildning, högst 2 år",män,2011,1224
20 Dalarnas län,25-34 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,956
20 Dalarnas län,25-34 år,"gymnasial utbildning, 3 år",män,2011,7177
20 Dalarnas län,25-34 år,"gymnasial utbildning, 3 år",kvinnor,2011,5058
20 Dalarnas län,25-34 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,1634
20 Dalarnas län,25-34 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,1748
20 Dalarnas län,25-34 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,2089
20 Dalarnas län,25-34 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,3713
20 Dalarnas län,25-34 år,forskarutbildning,män,2011,25
20 Dalarnas län,25-34 år,forskarutbildning,kvinnor,2011,25
20 Dalarnas län,25-34 år,uppgift om utbildningsnivå saknas,män,2011,419
20 Dalarnas län,25-34 år,uppgift om utbildningsnivå saknas,kvinnor,2011,416
20 Dalarnas län,35-44 år,förgymnasial utbildning kortare än 9 år,män,2011,273
20 Dalarnas län,35-44 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,384
20 Dalarnas län,35-44 år,"förgymnasial utbildning, 9 (10) år",män,2011,1553
20 Dalarnas län,35-44 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,1008
20 Dalarnas län,35-44 år,"gymnasial utbildning, högst 2 år",män,2011,6542
20 Dalarnas län,35-44 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,4013
20 Dalarnas län,35-44 år,"gymnasial utbildning, 3 år",män,2011,3744
20 Dalarnas län,35-44 år,"gymnasial utbildning, 3 år",kvinnor,2011,4026
20 Dalarnas län,35-44 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,2011
20 Dalarnas län,35-44 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,2286
20 Dalarnas län,35-44 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,2365
20 Dalarnas län,35-44 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,4295
20 Dalarnas län,35-44 år,forskarutbildning,män,2011,118
20 Dalarnas län,35-44 år,forskarutbildning,kvinnor,2011,54
20 Dalarnas län,35-44 år,uppgift om utbildningsnivå saknas,män,2011,139
20 Dalarnas län,35-44 år,uppgift om utbildningsnivå saknas,kvinnor,2011,184
20 Dalarnas län,45-54 år,förgymnasial utbildning kortare än 9 år,män,2011,219
20 Dalarnas län,45-54 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,267
20 Dalarnas län,45-54 år,"förgymnasial utbildning, 9 (10) år",män,2011,2856
20 Dalarnas län,45-54 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,1771
20 Dalarnas län,45-54 år,"gymnasial utbildning, högst 2 år",män,2011,9134
20 Dalarnas län,45-54 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,6866
20 Dalarnas län,45-54 år,"gymnasial utbildning, 3 år",män,2011,1941
20 Dalarnas län,45-54 år,"gymnasial utbildning, 3 år",kvinnor,2011,3066
20 Dalarnas län,45-54 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,2340
20 Dalarnas län,45-54 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,2850
20 Dalarnas län,45-54 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,1779
20 Dalarnas län,45-54 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,3172
20 Dalarnas län,45-54 år,forskarutbildning,män,2011,104
20 Dalarnas län,45-54 år,forskarutbildning,kvinnor,2011,71
20 Dalarnas län,45-54 år,uppgift om utbildningsnivå saknas,män,2011,113
20 Dalarnas län,45-54 år,uppgift om utbildningsnivå saknas,kvinnor,2011,84
20 Dalarnas län,55-64 år,förgymnasial utbildning kortare än 9 år,män,2011,2327
20 Dalarnas län,55-64 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,1357
20 Dalarnas län,55-64 år,"förgymnasial utbildning, 9 (10) år",män,2011,2861
20 Dalarnas län,55-64 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,2089
20 Dalarnas län,55-64 år,"gymnasial utbildning, högst 2 år",män,2011,7061
20 Dalarnas län,55-64 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,7858
20 Dalarnas län,55-64 år,"gymnasial utbildning, 3 år",män,2011,2905
20 Dalarnas län,55-64 år,"gymnasial utbildning, 3 år",kvinnor,2011,2112
20 Dalarnas län,55-64 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,2484
20 Dalarnas län,55-64 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,2757
20 Dalarnas län,55-64 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,2210
20 Dalarnas län,55-64 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,2972
20 Dalarnas län,55-64 år,forskarutbildning,män,2011,122
20 Dalarnas län,55-64 år,forskarutbildning,kvinnor,2011,57
20 Dalarnas län,55-64 år,uppgift om utbildningsnivå saknas,män,2011,67
20 Dalarnas län,55-64 år,uppgift om utbildningsnivå saknas,kvinnor,2011,58
20 Dalarnas län,65-74 år,förgymnasial utbildning kortare än 9 år,män,2011,5550
20 Dalarnas län,65-74 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,4370
20 Dalarnas län,65-74 år,"förgymnasial utbildning, 9 (10) år",män,2011,915
20 Dalarnas län,65-74 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,1330
20 Dalarnas län,65-74 år,"gymnasial utbildning, högst 2 år",män,2011,4295
20 Dalarnas län,65-74 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,6472
20 Dalarnas län,65-74 år,"gymnasial utbildning, 3 år",män,2011,2755
20 Dalarnas län,65-74 år,"gymnasial utbildning, 3 år",kvinnor,2011,937
20 Dalarnas län,65-74 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,1408
20 Dalarnas län,65-74 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,1564
20 Dalarnas län,65-74 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,1598
20 Dalarnas län,65-74 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,1816
20 Dalarnas län,65-74 år,forskarutbildning,män,2011,113
20 Dalarnas län,65-74 år,forskarutbildning,kvinnor,2011,24
20 Dalarnas län,65-74 år,uppgift om utbildningsnivå saknas,män,2011,114
20 Dalarnas län,65-74 år,uppgift om utbildningsnivå saknas,kvinnor,2011,101
21 Gävleborgs län,16-24 år,förgymnasial utbildning kortare än 9 år,män,2011,172
21 Gävleborgs län,16-24 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,157
21 Gävleborgs län,16-24 år,"förgymnasial utbildning, 9 (10) år",män,2011,6716
21 Gävleborgs län,16-24 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,6158
21 Gävleborgs län,16-24 år,"gymnasial utbildning, högst 2 år",män,2011,686
21 Gävleborgs län,16-24 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,505
21 Gävleborgs län,16-24 år,"gymnasial utbildning, 3 år",män,2011,6986
21 Gävleborgs län,16-24 år,"gymnasial utbildning, 3 år",kvinnor,2011,6274
21 Gävleborgs län,16-24 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,1108
21 Gävleborgs län,16-24 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,1507
21 Gävleborgs län,16-24 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,151
21 Gävleborgs län,16-24 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,366
21 Gävleborgs län,16-24 år,forskarutbildning,män,2011,1
21 Gävleborgs län,16-24 år,forskarutbildning,kvinnor,2011,0
21 Gävleborgs län,16-24 år,uppgift om utbildningsnivå saknas,män,2011,1025
21 Gävleborgs län,16-24 år,uppgift om utbildningsnivå saknas,kvinnor,2011,741
21 Gävleborgs län,25-34 år,förgymnasial utbildning kortare än 9 år,män,2011,356
21 Gävleborgs län,25-34 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,357
21 Gävleborgs län,25-34 år,"förgymnasial utbildning, 9 (10) år",män,2011,1644
21 Gävleborgs län,25-34 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,1140
21 Gävleborgs län,25-34 år,"gymnasial utbildning, högst 2 år",män,2011,1283
21 Gävleborgs län,25-34 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,1003
21 Gävleborgs län,25-34 år,"gymnasial utbildning, 3 år",män,2011,6944
21 Gävleborgs län,25-34 år,"gymnasial utbildning, 3 år",kvinnor,2011,4810
21 Gävleborgs län,25-34 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,1714
21 Gävleborgs län,25-34 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,1892
21 Gävleborgs län,25-34 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,1973
21 Gävleborgs län,25-34 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,3765
21 Gävleborgs län,25-34 år,forskarutbildning,män,2011,33
21 Gävleborgs län,25-34 år,forskarutbildning,kvinnor,2011,23
21 Gävleborgs län,25-34 år,uppgift om utbildningsnivå saknas,män,2011,345
21 Gävleborgs län,25-34 år,uppgift om utbildningsnivå saknas,kvinnor,2011,271
21 Gävleborgs län,35-44 år,förgymnasial utbildning kortare än 9 år,män,2011,284
21 Gävleborgs län,35-44 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,495
21 Gävleborgs län,35-44 år,"förgymnasial utbildning, 9 (10) år",män,2011,1556
21 Gävleborgs län,35-44 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,1076
21 Gävleborgs län,35-44 år,"gymnasial utbildning, högst 2 år",män,2011,6736
21 Gävleborgs län,35-44 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,4157
21 Gävleborgs län,35-44 år,"gymnasial utbildning, 3 år",män,2011,4146
21 Gävleborgs län,35-44 år,"gymnasial utbildning, 3 år",kvinnor,2011,4021
21 Gävleborgs län,35-44 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,2117
21 Gävleborgs län,35-44 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,2421
21 Gävleborgs län,35-44 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,2301
21 Gävleborgs län,35-44 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,4519
21 Gävleborgs län,35-44 år,forskarutbildning,män,2011,115
21 Gävleborgs län,35-44 år,forskarutbildning,kvinnor,2011,65
21 Gävleborgs län,35-44 år,uppgift om utbildningsnivå saknas,män,2011,144
21 Gävleborgs län,35-44 år,uppgift om utbildningsnivå saknas,kvinnor,2011,134
