region,age,edu_level,sex,year,people
07 kronobergs län,55-64 år,forskarutbildning,män,2011,84
07 kronobergs län,55-64 år,forskarutbildning,kvinnor,2011,38
07 kronobergs län,55-64 år,uppgift om utbildningsnivå saknas,män,2011,111
07 kronobergs län,55-64 år,uppgift om utbildningsnivå saknas,kvinnor,2011,81
07 kronobergs län,65-74 år,förgymnasial utbildning kortare än 9 år,män,2011,3446
07 kronobergs län,65-74 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,2675
07 kronobergs län,65-74 år,"förgymnasial utbildning, 9 (10) år",män,2011,576
07 kronobergs län,65-74 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,779
07 kronobergs län,65-74 år,"gymnasial utbildning, högst 2 år",män,2011,2386
07 kronobergs län,65-74 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,3666
07 kronobergs län,65-74 år,"gymnasial utbildning, 3 år",män,2011,1422
07 kronobergs län,65-74 år,"gymnasial utbildning, 3 år",kvinnor,2011,506
07 kronobergs län,65-74 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,793
07 kronobergs län,65-74 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,877
07 kronobergs län,65-74 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,961
07 kronobergs län,65-74 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,1019
07 kronobergs län,65-74 år,forskarutbildning,män,2011,63
07 kronobergs län,65-74 år,forskarutbildning,kvinnor,2011,22
07 kronobergs län,65-74 år,uppgift om utbildningsnivå saknas,män,2011,199
07 kronobergs län,65-74 år,uppgift om utbildningsnivå saknas,kvinnor,2011,213
08 kalmar län,16-24 år,förgymnasial utbildning kortare än 9 år,män,2011,111
08 kalmar län,16-24 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,84
08 kalmar län,16-24 år,"förgymnasial utbildning, 9 (10) år",män,2011,5771
08 kalmar län,16-24 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,5160
08 kalmar län,16-24 år,"gymnasial utbildning, högst 2 år",män,2011,611
08 kalmar län,16-24 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,393
08 kalmar län,16-24 år,"gymnasial utbildning, 3 år",män,2011,6110
08 kalmar län,16-24 år,"gymnasial utbildning, 3 år",kvinnor,2011,5496
08 kalmar län,16-24 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,1207
08 kalmar län,16-24 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,1676
08 kalmar län,16-24 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,146
08 kalmar län,16-24 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,403
08 kalmar län,16-24 år,forskarutbildning,män,2011,0
08 kalmar län,16-24 år,forskarutbildning,kvinnor,2011,0
08 kalmar län,16-24 år,uppgift om utbildningsnivå saknas,män,2011,535
08 kalmar län,16-24 år,uppgift om utbildningsnivå saknas,kvinnor,2011,358
08 kalmar län,25-34 år,förgymnasial utbildning kortare än 9 år,män,2011,187
08 kalmar län,25-34 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,213
08 kalmar län,25-34 år,"förgymnasial utbildning, 9 (10) år",män,2011,1439
08 kalmar län,25-34 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,845
08 kalmar län,25-34 år,"gymnasial utbildning, högst 2 år",män,2011,982
08 kalmar län,25-34 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,722
08 kalmar län,25-34 år,"gymnasial utbildning, 3 år",män,2011,5558
08 kalmar län,25-34 år,"gymnasial utbildning, 3 år",kvinnor,2011,3886
08 kalmar län,25-34 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,1665
08 kalmar län,25-34 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,1556
08 kalmar län,25-34 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,1994
08 kalmar län,25-34 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,3571
08 kalmar län,25-34 år,forskarutbildning,män,2011,26
08 kalmar län,25-34 år,forskarutbildning,kvinnor,2011,13
08 kalmar län,25-34 år,uppgift om utbildningsnivå saknas,män,2011,303
08 kalmar län,25-34 år,uppgift om utbildningsnivå saknas,kvinnor,2011,195
08 kalmar län,35-44 år,förgymnasial utbildning kortare än 9 år,män,2011,173
08 kalmar län,35-44 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,277
08 kalmar län,35-44 år,"förgymnasial utbildning, 9 (10) år",män,2011,1417
08 kalmar län,35-44 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,819
08 kalmar län,35-44 år,"gymnasial utbildning, högst 2 år",män,2011,5541
08 kalmar län,35-44 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,3504
08 kalmar län,35-44 år,"gymnasial utbildning, 3 år",män,2011,2755
08 kalmar län,35-44 år,"gymnasial utbildning, 3 år",kvinnor,2011,3122
08 kalmar län,35-44 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,1806
08 kalmar län,35-44 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,2062
08 kalmar län,35-44 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,2135
08 kalmar län,35-44 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,3681
08 kalmar län,35-44 år,forskarutbildning,män,2011,76
08 kalmar län,35-44 år,forskarutbildning,kvinnor,2011,58
08 kalmar län,35-44 år,uppgift om utbildningsnivå saknas,män,2011,141
08 kalmar län,35-44 år,uppgift om utbildningsnivå saknas,kvinnor,2011,124
08 kalmar län,45-54 år,förgymnasial utbildning kortare än 9 år,män,2011,235
08 kalmar län,45-54 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,282
08 kalmar län,45-54 år,"förgymnasial utbildning, 9 (10) år",män,2011,2862
08 kalmar län,45-54 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,1535
08 kalmar län,45-54 år,"gymnasial utbildning, högst 2 år",män,2011,7214
08 kalmar län,45-54 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,5877
08 kalmar län,45-54 år,"gymnasial utbildning, 3 år",män,2011,1577
08 kalmar län,45-54 år,"gymnasial utbildning, 3 år",kvinnor,2011,2450
08 kalmar län,45-54 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,1966
08 kalmar län,45-54 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,2430
08 kalmar län,45-54 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,1529
08 kalmar län,45-54 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,2502
08 kalmar län,45-54 år,forskarutbildning,män,2011,74
08 kalmar län,45-54 år,forskarutbildning,kvinnor,2011,60
08 kalmar län,45-54 år,uppgift om utbildningsnivå saknas,män,2011,118
08 kalmar län,45-54 år,uppgift om utbildningsnivå saknas,kvinnor,2011,67
08 kalmar län,55-64 år,förgymnasial utbildning kortare än 9 år,män,2011,1994
08 kalmar län,55-64 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,1250
08 kalmar län,55-64 år,"förgymnasial utbildning, 9 (10) år",män,2011,3131
08 kalmar län,55-64 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,1996
08 kalmar län,55-64 år,"gymnasial utbildning, högst 2 år",män,2011,5420
08 kalmar län,55-64 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,6588
08 kalmar län,55-64 år,"gymnasial utbildning, 3 år",män,2011,2120
08 kalmar län,55-64 år,"gymnasial utbildning, 3 år",kvinnor,2011,1606
08 kalmar län,55-64 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,1785
08 kalmar län,55-64 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,2230
08 kalmar län,55-64 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,1847
08 kalmar län,55-64 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,2377
08 kalmar län,55-64 år,forskarutbildning,män,2011,81
08 kalmar län,55-64 år,forskarutbildning,kvinnor,2011,50
08 kalmar län,55-64 år,uppgift om utbildningsnivå saknas,män,2011,85
08 kalmar län,55-64 år,uppgift om utbildningsnivå saknas,kvinnor,2011,87
08 kalmar län,65-74 år,förgymnasial utbildning kortare än 9 år,män,2011,5386
08 kalmar län,65-74 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,4232
08 kalmar län,65-74 år,"förgymnasial utbildning, 9 (10) år",män,2011,823
08 kalmar län,65-74 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,1293
08 kalmar län,65-74 år,"gymnasial utbildning, högst 2 år",män,2011,3516
08 kalmar län,65-74 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,5230
08 kalmar län,65-74 år,"gymnasial utbildning, 3 år",män,2011,1879
08 kalmar län,65-74 år,"gymnasial utbildning, 3 år",kvinnor,2011,730
08 kalmar län,65-74 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,1121
08 kalmar län,65-74 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,1293
08 kalmar län,65-74 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,1387
08 kalmar län,65-74 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,1595
08 kalmar län,65-74 år,forskarutbildning,män,2011,92
08 kalmar län,65-74 år,forskarutbildning,kvinnor,2011,32
08 kalmar län,65-74 år,uppgift om utbildningsnivå saknas,män,2011,196
08 kalmar län,65-74 år,uppgift om utbildningsnivå saknas,kvinnor,2011,171
09 gotlands län,16-24 år,förgymnasial utbildning kortare än 9 år,män,2011,42
09 gotlands län,16-24 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,27
09 gotlands län,16-24 år,"förgymnasial utbildning, 9 (10) år",män,2011,1436
09 gotlands län,16-24 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,1270
09 gotlands län,16-24 år,"gymnasial utbildning, högst 2 år",män,2011,108
09 gotlands län,16-24 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,90
09 gotlands län,16-24 år,"gymnasial utbildning, 3 år",män,2011,1729
09 gotlands län,16-24 år,"gymnasial utbildning, 3 år",kvinnor,2011,1605
09 gotlands län,16-24 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,297
09 gotlands län,16-24 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,302
09 gotlands län,16-24 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,38
09 gotlands län,16-24 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,53
09 gotlands län,16-24 år,forskarutbildning,män,2011,0
09 gotlands län,16-24 år,forskarutbildning,kvinnor,2011,0
09 gotlands län,16-24 år,uppgift om utbildningsnivå saknas,män,2011,130
09 gotlands län,16-24 år,uppgift om utbildningsnivå saknas,kvinnor,2011,74
09 gotlands län,25-34 år,förgymnasial utbildning kortare än 9 år,män,2011,29
09 gotlands län,25-34 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,20
09 gotlands län,25-34 år,"förgymnasial utbildning, 9 (10) år",män,2011,362
09 gotlands län,25-34 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,241
09 gotlands län,25-34 år,"gymnasial utbildning, högst 2 år",män,2011,213
09 gotlands län,25-34 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,156
09 gotlands län,25-34 år,"gymnasial utbildning, 3 år",män,2011,1336
09 gotlands län,25-34 år,"gymnasial utbildning, 3 år",kvinnor,2011,1063
09 gotlands län,25-34 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,375
09 gotlands län,25-34 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,370
09 gotlands län,25-34 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,390
09 gotlands län,25-34 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,743
09 gotlands län,25-34 år,forskarutbildning,män,2011,1
09 gotlands län,25-34 år,forskarutbildning,kvinnor,2011,2
09 gotlands län,25-34 år,uppgift om utbildningsnivå saknas,män,2011,45
09 gotlands län,25-34 år,uppgift om utbildningsnivå saknas,kvinnor,2011,44
09 gotlands län,35-44 år,förgymnasial utbildning kortare än 9 år,män,2011,21
09 gotlands län,35-44 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,25
09 gotlands län,35-44 år,"förgymnasial utbildning, 9 (10) år",män,2011,374
09 gotlands län,35-44 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,238
09 gotlands län,35-44 år,"gymnasial utbildning, högst 2 år",män,2011,1249
09 gotlands län,35-44 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,875
09 gotlands län,35-44 år,"gymnasial utbildning, 3 år",män,2011,743
09 gotlands län,35-44 år,"gymnasial utbildning, 3 år",kvinnor,2011,800
09 gotlands län,35-44 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,395
09 gotlands län,35-44 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,429
09 gotlands län,35-44 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,583
09 gotlands län,35-44 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,984
09 gotlands län,35-44 år,forskarutbildning,män,2011,14
09 gotlands län,35-44 år,forskarutbildning,kvinnor,2011,13
09 gotlands län,35-44 år,uppgift om utbildningsnivå saknas,män,2011,22
09 gotlands län,35-44 år,uppgift om utbildningsnivå saknas,kvinnor,2011,18
09 gotlands län,45-54 år,förgymnasial utbildning kortare än 9 år,män,2011,49
09 gotlands län,45-54 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,40
09 gotlands län,45-54 år,"förgymnasial utbildning, 9 (10) år",män,2011,635
09 gotlands län,45-54 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,396
09 gotlands län,45-54 år,"gymnasial utbildning, högst 2 år",män,2011,1861
09 gotlands län,45-54 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,1606
09 gotlands län,45-54 år,"gymnasial utbildning, 3 år",män,2011,461
09 gotlands län,45-54 år,"gymnasial utbildning, 3 år",kvinnor,2011,648
09 gotlands län,45-54 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,435
09 gotlands län,45-54 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,549
09 gotlands län,45-54 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,465
09 gotlands län,45-54 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,788
09 gotlands län,45-54 år,forskarutbildning,män,2011,28
09 gotlands län,45-54 år,forskarutbildning,kvinnor,2011,19
09 gotlands län,45-54 år,uppgift om utbildningsnivå saknas,män,2011,12
09 gotlands län,45-54 år,uppgift om utbildningsnivå saknas,kvinnor,2011,11
09 gotlands län,55-64 år,förgymnasial utbildning kortare än 9 år,män,2011,746
09 gotlands län,55-64 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,366
09 gotlands län,55-64 år,"förgymnasial utbildning, 9 (10) år",män,2011,501
09 gotlands län,55-64 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,451
09 gotlands län,55-64 år,"gymnasial utbildning, högst 2 år",män,2011,1330
09 gotlands län,55-64 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,1532
09 gotlands län,55-64 år,"gymnasial utbildning, 3 år",män,2011,557
09 gotlands län,55-64 år,"gymnasial utbildning, 3 år",kvinnor,2011,448
09 gotlands län,55-64 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,406
09 gotlands län,55-64 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,547
09 gotlands län,55-64 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,596
09 gotlands län,55-64 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,762
09 gotlands län,55-64 år,forskarutbildning,män,2011,23
09 gotlands län,55-64 år,forskarutbildning,kvinnor,2011,12
09 gotlands län,55-64 år,uppgift om utbildningsnivå saknas,män,2011,11
09 gotlands län,55-64 år,uppgift om utbildningsnivå saknas,kvinnor,2011,9
09 gotlands län,65-74 år,förgymnasial utbildning kortare än 9 år,män,2011,1161
09 gotlands län,65-74 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,1006
09 gotlands län,65-74 år,"förgymnasial utbildning, 9 (10) år",män,2011,154
09 gotlands län,65-74 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,254
09 gotlands län,65-74 år,"gymnasial utbildning, högst 2 år",män,2011,944
09 gotlands län,65-74 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,1333
09 gotlands län,65-74 år,"gymnasial utbildning, 3 år",män,2011,411
09 gotlands län,65-74 år,"gymnasial utbildning, 3 år",kvinnor,2011,150
09 gotlands län,65-74 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,291
09 gotlands län,65-74 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,355
09 gotlands län,65-74 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,503
09 gotlands län,65-74 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,497
09 gotlands län,65-74 år,forskarutbildning,män,2011,42
09 gotlands län,65-74 år,forskarutbildning,kvinnor,2011,13
09 gotlands län,65-74 år,uppgift om utbildningsnivå saknas,män,2011,15
09 gotlands län,65-74 år,uppgift om utbildningsnivå saknas,kvinnor,2011,15
10 blekinge län,16-24 år,förgymnasial utbildning kortare än 9 år,män,2011,57
10 blekinge län,16-24 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,46
10 blekinge län,16-24 år,"förgymnasial utbildning, 9 (10) år",män,2011,3520
10 blekinge län,16-24 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,3088
10 blekinge län,16-24 år,"gymnasial utbildning, högst 2 år",män,2011,405
10 blekinge län,16-24 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,327
10 blekinge län,16-24 år,"gymnasial utbildning, 3 år",män,2011,3861
10 blekinge län,16-24 år,"gymnasial utbildning, 3 år",kvinnor,2011,3124
10 blekinge län,16-24 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,1047
10 blekinge län,16-24 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,888
10 blekinge län,16-24 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,193
10 blekinge län,16-24 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,252
10 blekinge län,16-24 år,forskarutbildning,män,2011,1
10 blekinge län,16-24 år,forskarutbildning,kvinnor,2011,0
10 blekinge län,16-24 år,uppgift om utbildningsnivå saknas,män,2011,507
10 blekinge län,16-24 år,uppgift om utbildningsnivå saknas,kvinnor,2011,296
10 blekinge län,25-34 år,förgymnasial utbildning kortare än 9 år,män,2011,152
10 blekinge län,25-34 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,168
10 blekinge län,25-34 år,"förgymnasial utbildning, 9 (10) år",män,2011,834
10 blekinge län,25-34 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,510
10 blekinge län,25-34 år,"gymnasial utbildning, högst 2 år",män,2011,771
10 blekinge län,25-34 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,498
10 blekinge län,25-34 år,"gymnasial utbildning, 3 år",män,2011,3488
10 blekinge län,25-34 år,"gymnasial utbildning, 3 år",kvinnor,2011,2383
10 blekinge län,25-34 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,1719
10 blekinge län,25-34 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,1254
10 blekinge län,25-34 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,1854
10 blekinge län,25-34 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,2565
10 blekinge län,25-34 år,forskarutbildning,män,2011,29
10 blekinge län,25-34 år,forskarutbildning,kvinnor,2011,13
10 blekinge län,25-34 år,uppgift om utbildningsnivå saknas,män,2011,386
10 blekinge län,25-34 år,uppgift om utbildningsnivå saknas,kvinnor,2011,184
10 blekinge län,35-44 år,förgymnasial utbildning kortare än 9 år,män,2011,106
10 blekinge län,35-44 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,179
10 blekinge län,35-44 år,"förgymnasial utbildning, 9 (10) år",män,2011,759
10 blekinge län,35-44 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,548
10 blekinge län,35-44 år,"gymnasial utbildning, högst 2 år",män,2011,3467
10 blekinge län,35-44 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,2025
10 blekinge län,35-44 år,"gymnasial utbildning, 3 år",män,2011,1947
10 blekinge län,35-44 år,"gymnasial utbildning, 3 år",kvinnor,2011,2138
10 blekinge län,35-44 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,1621
10 blekinge län,35-44 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,1555
10 blekinge län,35-44 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,1780
10 blekinge län,35-44 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,2721
10 blekinge län,35-44 år,forskarutbildning,män,2011,67
10 blekinge län,35-44 år,forskarutbildning,kvinnor,2011,35
10 blekinge län,35-44 år,uppgift om utbildningsnivå saknas,män,2011,130
10 blekinge län,35-44 år,uppgift om utbildningsnivå saknas,kvinnor,2011,77
10 blekinge län,45-54 år,förgymnasial utbildning kortare än 9 år,män,2011,137
10 blekinge län,45-54 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,137
10 blekinge län,45-54 år,"förgymnasial utbildning, 9 (10) år",män,2011,1322
10 blekinge län,45-54 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,868
10 blekinge län,45-54 år,"gymnasial utbildning, högst 2 år",män,2011,4767
10 blekinge län,45-54 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,3628
10 blekinge län,45-54 år,"gymnasial utbildning, 3 år",män,2011,1029
10 blekinge län,45-54 år,"gymnasial utbildning, 3 år",kvinnor,2011,1434
10 blekinge län,45-54 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,1404
10 blekinge län,45-54 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,1639
10 blekinge län,45-54 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,1344
10 blekinge län,45-54 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,1837
10 blekinge län,45-54 år,forskarutbildning,män,2011,73
10 blekinge län,45-54 år,forskarutbildning,kvinnor,2011,36
10 blekinge län,45-54 år,uppgift om utbildningsnivå saknas,män,2011,77
10 blekinge län,45-54 år,uppgift om utbildningsnivå saknas,kvinnor,2011,48
10 blekinge län,55-64 år,förgymnasial utbildning kortare än 9 år,män,2011,1543
10 blekinge län,55-64 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,1093
10 blekinge län,55-64 år,"förgymnasial utbildning, 9 (10) år",män,2011,1331
10 blekinge län,55-64 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,1208
10 blekinge län,55-64 år,"gymnasial utbildning, högst 2 år",män,2011,3103
10 blekinge län,55-64 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,3843
10 blekinge län,55-64 år,"gymnasial utbildning, 3 år",män,2011,1215
10 blekinge län,55-64 år,"gymnasial utbildning, 3 år",kvinnor,2011,982
10 blekinge län,55-64 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,1284
10 blekinge län,55-64 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,1379
10 blekinge län,55-64 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,1346
10 blekinge län,55-64 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,1503
10 blekinge län,55-64 år,forskarutbildning,män,2011,46
10 blekinge län,55-64 år,forskarutbildning,kvinnor,2011,28
10 blekinge län,55-64 år,uppgift om utbildningsnivå saknas,män,2011,55
10 blekinge län,55-64 år,uppgift om utbildningsnivå saknas,kvinnor,2011,48
10 blekinge län,65-74 år,förgymnasial utbildning kortare än 9 år,män,2011,3257
10 blekinge län,65-74 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,3019
10 blekinge län,65-74 år,"förgymnasial utbildning, 9 (10) år",män,2011,330
10 blekinge län,65-74 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,664
10 blekinge län,65-74 år,"gymnasial utbildning, högst 2 år",män,2011,2256
10 blekinge län,65-74 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,3378
10 blekinge län,65-74 år,"gymnasial utbildning, 3 år",män,2011,1416
10 blekinge län,65-74 år,"gymnasial utbildning, 3 år",kvinnor,2011,458
10 blekinge län,65-74 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,795
10 blekinge län,65-74 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,842
10 blekinge län,65-74 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,1032
10 blekinge län,65-74 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,947
10 blekinge län,65-74 år,forskarutbildning,män,2011,58
10 blekinge län,65-74 år,forskarutbildning,kvinnor,2011,21
10 blekinge län,65-74 år,uppgift om utbildningsnivå saknas,män,2011,106
10 blekinge län,65-74 år,uppgift om utbildningsnivå saknas,kvinnor,2011,96
12 skåne län,16-24 år,förgymnasial utbildning kortare än 9 år,män,2011,560
12 skåne län,16-24 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,600
12 skåne län,16-24 år,"förgymnasial utbildning, 9 (10) år",män,2011,29363
12 skåne län,16-24 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,26758
12 skåne län,16-24 år,"gymnasial utbildning, högst 2 år",män,2011,3103
12 skåne län,16-24 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,2370
12 skåne län,16-24 år,"gymnasial utbildning, 3 år",män,2011,28701
12 skåne län,16-24 år,"gymnasial utbildning, 3 år",kvinnor,2011,26662
12 skåne län,16-24 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,8520
12 skåne län,16-24 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,11282
12 skåne län,16-24 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,1952
12 skåne län,16-24 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,3299
12 skåne län,16-24 år,forskarutbildning,män,2011,1
12 skåne län,16-24 år,forskarutbildning,kvinnor,2011,4
12 skåne län,16-24 år,uppgift om utbildningsnivå saknas,män,2011,3787
12 skåne län,16-24 år,uppgift om utbildningsnivå saknas,kvinnor,2011,3752
12 skåne län,25-34 år,förgymnasial utbildning kortare än 9 år,män,2011,1976
12 skåne län,25-34 år,förgymnasial utbildning kortare än 9 år,kvinnor,2011,2026
12 skåne län,25-34 år,"förgymnasial utbildning, 9 (10) år",män,2011,8066
12 skåne län,25-34 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2011,5138
12 skåne län,25-34 år,"gymnasial utbildning, högst 2 år",män,2011,6591
12 skåne län,25-34 år,"gymnasial utbildning, högst 2 år",kvinnor,2011,5087
12 skåne län,25-34 år,"gymnasial utbildning, 3 år",män,2011,28346
12 skåne län,25-34 år,"gymnasial utbildning, 3 år",kvinnor,2011,22576
12 skåne län,25-34 år,"eftergymnasial utbildning, mindre än 3 år",män,2011,12873
12 skåne län,25-34 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2011,12645
12 skåne län,25-34 år,"eftergymnasial utbildning, 3 år eller mer",män,2011,20311
12 skåne län,25-34 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2011,30297
12 skåne län,25-34 år,forskarutbildning,män,2011,535
12 skåne län,25-34 år,forskarutbildning,kvinnor,2011,493
12 skåne län,25-34 år,uppgift om utbildningsnivå saknas,män,2011,4323
12 skåne län,25-34 år,uppgift om utbildningsnivå saknas,kvinnor,2011,3041
